Ord_ID;Prod_ID
34;34
34;2
34;24
34;8
34;14
34;58
35;54
35;17
35;29
35;48
35;51
35;24
35;24
36;42
36;9
36;44
36;9
36;17
36;26
36;59
36;26
36;3
36;52
36;38
36;37
36;51
36;41
36;49
36;57
37;4
37;53
37;20
37;25
37;7
37;27
37;9
37;53
37;24
37;34
37;49
37;29
37;6
38;9
38;17
38;20
38;27
38;7
38;4
38;53
38;54
38;33
38;55
38;45
38;32
38;52
38;34
38;21
38;48
39;7
39;9
39;20
39;44
39;26
39;24
39;6
39;16
39;57
39;23
39;3
40;53
40;15
40;43
40;49
40;22
40;57
41;4
41;54
41;44
41;26
41;42
41;18
41;6
41;50
41;1
42;15
42;53
42;56
42;59
42;38
42;38
42;6
43;56
43;26
43;18
43;57
43;51
43;50
43;30
44;54
44;15
44;42
44;20
44;7
44;10
44;12
44;33
44;3
44;19
45;7
45;20
45;61
45;64
45;58
46;7
46;26
46;25
46;26
46;28
46;4
46;54
46;32
46;14
46;11
46;46
46;46
46;2
47;59
47;53
47;4
47;56
47;42
47;22
47;30
47;58
48;20
48;17
48;4
48;7
48;7
48;28
48;26
48;16
48;47
48;52
48;6
48;21
49;9
49;9
49;26
49;44
49;55
49;34
49;3
49;58
49;41
50;7
50;27
50;44
50;56
50;53
50;56
50;5
50;12
50;10
50;24
51;20
51;17
51;9
51;23
51;43
51;57
51;29
51;31
52;27
52;28
52;26
52;37
52;12
52;29
52;24
53;53
53;44
53;15
53;32
53;19
54;56
54;42
54;30
55;56
55;61
55;69
55;17
55;64
55;22
55;2
55;6
55;16
56;4
56;4
56;9
56;26
56;25
56;17
56;36
56;8
56;52
56;19
56;19
56;10
57;42
57;53
57;42
57;53
57;47
57;13
57;24
57;43
58;4
58;9
58;42
58;56
58;10
58;40
58;1
58;52
59;4
59;28
59;42
59;9
59;35
59;46
59;6
59;1
60;28
60;42
60;7
60;20
60;27
60;26
60;17
60;53
60;26
60;23
60;47
60;11
60;32
60;13
60;31
60;34
60;16
60;3
60;2
61;20
61;20
61;54
61;56
61;20
61;42
61;42
61;59
61;36
61;55
61;47
61;49
61;52
61;5
61;13
61;55
62;53
62;56
62;42
62;25
62;7
62;20
62;25
62;51
62;21
62;35
62;41
62;11
62;29
62;22
62;30
62;36
63;59
63;26
63;7
63;22
64;4
64;53
64;25
64;28
64;25
64;25
64;7
64;27
64;44
64;26
64;42
64;16
64;55
64;38
64;46
64;52
64;18
64;29
64;10
64;30
64;18
64;38
65;65
65;25
65;28
65;26
65;65
65;53
65;62
65;17
65;49
65;58
65;48
65;48
65;49
65;51
65;13
65;51
65;3
65;24
66;53
66;27
66;26
66;44
66;26
66;2
66;55
67;9
67;44
67;17
67;9
67;27
67;15
67;17
67;9
67;44
67;21
67;12
67;57
67;24
67;41
67;23
67;30
67;48
68;27
68;28
68;9
68;27
68;17
68;17
68;4
68;28
68;1
68;38
68;5
68;45
68;45
68;12
69;26
69;20
69;56
69;44
69;16
69;11
69;16
69;49
69;18
69;18
69;16
70;56
70;27
70;26
70;17
70;27
70;59
70;4
70;15
70;25
70;59
70;25
70;47
70;21
70;40
70;6
70;46
70;32
70;12
70;29
70;22
71;54
71;42
71;69
71;50
71;2
71;29
71;21
72;7
72;59
72;26
72;7
72;20
72;20
72;6
72;37
72;16
72;3
72;40
72;57
72;14
72;22
73;17
73;26
73;7
73;7
73;44
73;28
73;20
73;34
73;2
73;10
73;52
73;52
73;16
73;24
73;32
74;53
74;53
74;59
74;9
74;28
74;42
74;29
74;1
74;45
74;50
74;8
75;15
75;59
75;59
75;26
75;27
75;57
75;40
75;47
75;43
75;37
76;7
76;26
76;44
76;4
76;15
76;27
76;20
76;7
76;15
76;3
76;52
76;18
76;39
76;19
76;3
76;21
76;33
76;23
77;59
77;53
77;25
77;59
77;17
77;42
77;44
77;7
77;7
77;44
77;46
77;10
77;43
77;19
77;38
77;32
77;22
77;22
78;26
78;28
78;17
78;54
78;4
78;15
78;44
78;54
78;9
78;10
78;34
78;22
78;40
78;41
78;58
78;36
78;38
78;6
79;4
79;9
79;20
79;9
79;21
79;35
80;20
80;42
80;54
80;28
80;26
80;20
80;25
80;5
80;12
80;58
80;43
80;8
81;17
81;59
81;6
81;35
81;5
81;58
82;7
82;27
82;56
82;44
82;25
82;9
82;20
82;59
82;28
82;52
82;16
82;36
82;46
82;55
82;32
82;8
82;24
83;44
83;42
83;20
83;15
83;17
83;28
83;52
83;33
83;29
83;33
83;50
83;3
84;26
84;56
84;26
84;59
84;27
84;56
84;17
84;26
84;41
84;31
84;57
84;33
84;34
84;13
85;42
85;26
85;4
85;42
85;12
85;46
86;59
86;44
86;42
86;53
86;53
86;53
86;56
86;15
86;20
86;9
86;38
86;24
86;57
86;34
86;33
86;18
86;35
86;43
86;51
87;44
87;59
87;28
87;44
87;4
87;32
87;23
87;10
87;10
87;50
87;2
87;58
88;26
88;59
88;26
88;28
88;42
88;26
88;20
88;20
88;26
88;59
88;19
88;8
88;37
88;41
88;14
88;30
88;5
88;11
88;47
88;52
89;15
89;43
90;4
90;44
90;9
90;26
90;26
90;44
90;54
90;58
90;43
90;32
90;1
90;38
90;36
91;27
91;9
91;17
91;68
91;3
91;24
92;59
92;15
92;4
92;28
92;9
92;54
92;25
92;59
92;9
92;59
92;14
92;16
92;11
92;30
92;22
92;10
92;22
92;33
92;36
93;27
93;7
93;20
93;57
93;13
93;40
93;33
93;41
93;57
94;27
94;20
94;56
94;25
94;28
94;17
94;20
94;15
94;25
94;1
94;30
94;30
94;13
94;37
94;36
94;24
94;18
95;42
95;4
95;25
95;56
95;56
95;59
95;47
95;32
95;47
95;36
95;57
95;58
95;50
96;27
96;17
96;63
96;9
96;25
96;44
96;7
96;17
96;53
96;15
96;69
96;5
96;5
96;8
96;49
96;37
96;24
96;35
96;46
96;58
96;52
97;9
97;4
97;44
97;46
97;50
98;15
98;27
98;29
98;23
99;44
99;44
99;42
99;42
99;15
99;28
99;54
99;38
99;36
99;32
99;21
99;13
99;37
99;34
100;4
100;54
100;7
100;20
100;52
100;40
100;30
100;14
100;55
101;17
101;44
101;28
101;44
101;26
101;26
101;7
101;55
101;40
101;36
101;51
101;16
101;11
102;28
102;53
102;15
102;53
102;27
102;3
102;23
103;4
103;4
103;43
103;13
103;37
103;22
104;53
104;17
104;25
104;9
104;8
104;32
105;27
105;26
105;17
105;28
105;20
105;42
105;54
105;27
105;25
105;54
105;45
105;29
105;34
105;39
105;48
105;40
105;36
105;19
105;45
105;50
106;26
106;17
106;9
106;20
106;28
106;17
106;2
106;50
106;57
106;45
106;10
106;12
106;8
106;36
107;42
107;9
107;15
107;40
107;16
108;59
108;56
108;25
108;33
108;18
108;39
108;58
109;56
109;56
109;15
109;53
109;27
109;7
109;42
109;57
109;39
109;49
109;33
109;49
109;13
109;43
109;24
109;18
109;33
110;4
110;15
110;17
110;47
110;2
110;29
110;23
111;9
111;27
111;15
111;26
111;41
111;19
111;39
111;5
111;1
112;54
112;26
112;25
112;9
112;59
112;26
112;42
112;28
112;7
112;44
112;11
112;2
112;2
112;35
112;45
112;5
112;6
112;49
113;59
113;15
113;9
113;59
113;9
113;7
113;28
113;50
113;2
113;8
113;41
113;31
113;57
114;56
114;53
114;4
114;25
114;20
114;42
114;15
114;56
114;59
114;20
114;26
114;12
114;21
114;13
114;40
114;36
114;58
114;22
114;29
114;52
114;29
115;15
115;17
115;20
115;26
115;42
115;36
115;50
115;40
115;45
115;18
116;7
116;44
116;53
116;56
116;6
116;50
116;33
116;13
117;42
117;56
117;15
117;4
117;7
117;17
117;53
117;53
117;15
117;48
117;23
117;38
117;11
117;29
117;43
117;50
117;33
118;56
118;15
118;44
118;7
118;21
118;47
118;8
119;27
119;20
119;9
119;17
119;9
119;14
119;48
119;24
120;44
120;44
120;53
120;20
120;59
120;49
120;52
120;6
120;36
121;54
121;59
121;26
121;59
121;25
121;42
121;26
121;40
121;29
121;34
121;39
121;14
121;5
121;52
122;25
122;15
122;17
122;53
122;54
122;42
122;56
122;23
122;10
122;33
122;21
122;22
122;41
122;58
122;49
122;46
122;37
123;15
123;59
123;15
123;9
123;15
123;19
123;12
123;47
123;39
124;42
124;26
124;59
124;25
124;15
124;53
124;15
124;52
124;3
124;5
124;31
124;3
124;52
124;52
124;22
125;17
125;30
125;10
125;21
126;44
126;56
126;7
126;44
126;56
126;44
126;9
126;21
126;39
126;43
126;49
126;47
126;30
126;22
127;25
127;9
127;59
127;44
127;54
127;10
127;37
127;35
127;50
128;26
128;63
128;28
128;67
128;4
128;51
128;38
129;15
129;25
129;27
129;15
129;25
129;25
129;26
129;7
129;9
129;50
129;57
129;3
129;13
129;14
129;41
129;19
129;18
130;4
130;17
130;26
130;4
130;49
130;35
130;5
130;40
131;26
131;15
131;17
131;28
131;20
131;56
131;50
131;33
131;8
131;8
131;35
131;8
132;26
132;54
132;7
132;42
132;13
132;23
132;31
132;29
132;21
132;10
133;20
133;42
133;53
133;44
133;54
133;42
133;54
133;7
133;4
133;50
133;46
133;29
133;31
133;29
133;18
133;6
133;5
133;29
133;33
133;11
134;15
134;15
134;42
134;26
134;4
134;54
134;4
134;47
134;12
134;43
134;58
134;13
134;18
134;13
134;3
134;35
135;59
135;20
135;15
135;4
135;54
135;59
135;42
135;15
135;53
135;59
135;22
135;58
135;10
135;35
135;10
135;40
135;11
135;36
135;34
135;3
135;30
136;59
136;20
136;28
136;54
136;54
136;59
136;59
136;17
136;7
136;59
136;26
136;13
136;19
136;45
136;16
136;36
136;37
136;51
136;11
136;33
137;27
137;28
137;19
137;31
137;13
138;54
138;28
138;17
138;32
138;38
138;2
138;3
138;45
139;17
139;56
139;53
139;15
139;20
139;32
139;41
139;45
139;31
140;7
140;7
140;56
140;39
140;36
140;37
141;26
141;44
141;27
141;53
141;42
141;27
141;7
141;44
141;59
141;7
141;42
141;16
141;32
141;34
141;1
141;10
141;39
141;1
141;12
142;7
142;42
142;27
142;20
142;28
142;9
142;26
142;45
142;41
142;5
142;33
142;39
142;38
142;3
142;16
143;7
143;9
143;17
143;66
143;4
143;60
143;59
143;42
143;68
143;10
143;45
143;30
143;50
143;55
143;34
143;47
143;34
143;6
144;7
144;47
144;45
144;22
144;10
145;59
145;7
145;7
145;28
145;9
145;4
145;15
145;15
145;52
145;38
145;37
145;16
145;45
145;2
145;29
145;37
146;15
146;17
146;27
146;59
146;26
146;54
146;28
146;49
146;5
146;19
146;51
146;18
146;16
146;29
146;51
147;9
147;20
147;44
147;59
147;37
147;21
147;13
147;8
148;4
148;65
148;64
148;15
148;61
148;26
148;68
148;4
148;34
148;10
148;14
148;58
148;31
148;43
148;40
148;34
148;49
148;16
148;55
149;9
149;15
149;42
149;28
149;28
149;7
149;45
149;16
149;21
149;49
149;22
149;40
150;15
150;17
150;54
150;17
150;47
150;6
151;4
151;9
151;15
151;14
151;34
151;13
152;26
152;4
152;15
152;37
152;10
152;43
153;9
153;7
153;39
153;21
153;45
153;39
153;24
154;42
154;53
154;26
154;42
154;56
154;56
154;54
154;17
154;4
154;21
154;3
154;45
154;51
154;52
154;39
154;24
154;12
154;22
154;40
155;53
155;27
155;28
155;59
155;9
155;4
155;55
155;35
155;1
156;7
156;53
156;28
156;28
156;7
156;43
156;34
156;39
156;29
156;29
156;10
157;7
157;44
157;7
157;42
157;15
157;52
157;30
157;18
157;39
157;41
158;15
158;27
158;4
158;27
158;54
158;9
158;28
158;41
158;57
158;39
158;21
158;39
158;14
158;49
159;59
159;27
159;44
159;59
159;54
159;26
159;25
159;7
159;4
159;27
159;9
159;18
159;40
159;16
159;10
159;12
159;46
159;38
159;35
160;28
160;36
160;23
160;45
161;27
161;53
161;20
161;26
161;25
161;4
161;7
161;55
161;16
161;24
161;23
162;17
162;26
162;9
162;53
162;27
162;15
162;4
162;59
162;18
162;5
162;48
162;32
162;6
162;30
162;48
163;9
163;26
163;27
163;3
163;32
163;23
163;33
163;11
164;15
164;54
164;7
164;53
164;15
164;8
164;47
164;24
164;1
164;21
164;24
165;27
165;31
165;46
165;45
165;19
166;59
166;59
166;42
166;26
166;17
166;9
166;42
166;54
166;40
166;16
166;46
166;21
166;23
166;46
166;57
166;21
167;42
167;54
167;4
167;15
167;7
167;59
167;28
167;25
167;8
167;55
167;19
167;45
167;46
167;43
167;1
168;20
168;59
168;27
168;17
168;28
168;54
168;42
168;4
168;45
168;37
168;32
168;2
168;49
168;5
168;22
168;18
168;8
168;3
169;59
169;28
169;42
169;50
170;4
170;56
170;46
170;10
170;33
171;17
171;7
171;9
171;20
171;26
171;59
171;59
171;26
171;44
171;45
171;35
171;52
171;51
171;10
171;45
171;35
172;53
172;4
172;25
172;7
172;17
172;15
172;42
172;42
172;15
172;25
172;30
172;5
172;40
172;55
172;11
172;18
172;49
172;41
173;15
173;56
173;56
173;53
173;27
173;37
173;1
173;34
173;50
173;13
173;8
174;56
174;15
174;20
174;20
174;59
174;59
174;27
174;8
174;16
174;31
174;21
174;46
174;41
175;4
175;20
175;17
175;9
175;28
175;42
175;42
175;19
175;12
175;24
175;32
175;34
175;58
175;33
175;22
175;45
176;9
176;7
176;26
176;41
176;13
176;46
177;7
177;7
177;54
177;27
177;53
177;54
177;51
177;6
177;30
177;37
177;14
177;39
178;20
178;59
178;54
178;53
178;2
178;47
178;22
179;54
179;17
179;4
179;56
179;7
179;25
179;4
179;2
179;31
179;3
179;40
179;14
179;29
180;54
180;56
180;20
180;26
180;25
180;28
180;7
180;4
180;24
180;43
180;48
180;5
180;58
180;48
180;45
180;32
180;10
181;9
181;27
181;42
181;42
181;17
181;28
181;26
181;7
181;53
181;9
181;31
181;11
181;39
181;24
181;37
181;46
181;57
181;1
181;46
182;7
182;54
182;7
182;56
182;9
182;42
182;27
182;15
182;26
182;32
182;19
182;36
182;46
182;39
182;35
182;16
182;50
182;16
183;17
183;15
183;54
183;17
183;26
183;7
183;25
183;44
183;54
183;51
183;49
183;51
183;23
183;18
183;37
183;23
183;46
184;7
184;53
184;4
184;20
184;7
184;20
184;2
184;21
184;31
184;33
184;13
184;22
184;8
184;30
185;7
185;63
185;61
185;4
185;68
185;67
185;15
185;6
185;55
185;29
185;32
185;31
185;22
186;69
186;4
186;63
186;64
186;60
186;60
186;56
186;30
186;58
186;6
186;32
186;29
186;16
186;21
186;37
186;6
186;31
187;54
187;26
187;53
187;9
187;9
187;44
187;57
187;10
187;18
187;24
187;46
188;25
188;42
188;44
188;27
188;25
188;59
188;17
188;31
188;35
188;6
188;55
188;58
188;58
188;46
189;17
189;4
189;7
189;42
189;54
189;15
189;56
189;50
189;50
189;37
189;52
189;41
189;55
189;50
189;29
189;50
190;54
190;44
190;7
190;28
190;59
190;15
190;25
190;47
190;10
190;29
190;2
190;33
190;1
190;23
191;54
191;26
191;27
191;17
191;12
191;14
191;36
191;33
192;54
192;25
192;25
192;28
192;56
192;53
192;44
192;54
192;25
192;59
192;9
192;16
192;3
192;32
192;48
192;38
192;48
192;2
192;18
192;40
193;17
193;42
193;54
193;26
193;9
193;7
193;39
193;32
193;50
193;11
193;21
193;32
193;52
193;37
194;26
194;56
194;56
194;56
194;27
194;4
194;20
194;7
194;42
194;26
194;49
194;40
194;37
194;10
194;33
194;23
194;23
194;10
195;7
195;27
195;42
195;68
195;66
195;6
195;36
195;39
195;2
195;34
196;17
196;56
196;15
196;28
196;15
196;4
196;15
196;3
196;50
196;6
196;6
196;39
196;32
197;54
197;25
197;54
197;42
197;56
197;44
197;28
197;54
197;44
197;28
197;9
197;58
197;23
197;10
197;23
197;11
197;22
197;13
197;34
197;21
197;41
197;32
198;9
198;41
198;34
198;19
199;20
199;54
199;46
200;54
200;17
200;17
200;17
200;53
200;42
200;54
200;53
200;20
200;36
200;33
200;3
200;31
200;51
200;50
200;29
201;44
201;20
201;54
201;26
201;15
201;42
201;54
201;42
201;58
201;55
201;31
201;43
201;21
202;7
202;65
202;62
202;51
202;2
202;46
202;33
203;26
203;9
203;4
203;59
203;26
203;44
203;28
203;27
203;50
203;14
203;46
203;5
203;37
203;16
203;29
204;15
204;53
204;59
204;20
204;56
204;10
204;1
204;39
204;3
205;27
205;25
205;7
205;28
205;47
205;46
205;34
205;39
206;15
206;9
206;42
206;59
206;58
206;12
206;8
207;42
207;54
207;2
207;35
207;29
208;26
208;42
208;15
208;9
208;27
208;9
208;20
208;28
208;53
208;24
208;14
208;8
208;58
208;21
208;32
208;58
208;14
208;48
209;27
209;59
209;56
209;44
209;53
209;56
209;7
209;3
209;21
209;6
209;58
209;19
209;11
209;50
210;56
210;20
210;9
210;9
210;54
210;28
210;53
210;13
210;46
210;57
210;1
210;22
210;33
210;19
210;46
210;37
211;54
211;44
211;56
211;17
211;9
211;59
211;51
211;39
211;5
211;5
211;35
211;23
211;35
211;16
211;36
212;26
212;9
212;26
212;25
212;16
213;53
213;25
213;59
213;9
213;27
213;39
213;16
213;58
213;18
213;50
213;11
213;51
214;42
214;9
214;28
214;42
214;25
214;28
214;56
214;15
214;20
214;20
214;20
214;57
214;30
214;16
214;46
214;55
214;46
214;52
214;43
215;42
215;54
215;7
215;59
215;44
215;53
215;25
215;9
215;12
215;10
215;40
215;18
215;8
215;21
215;55
215;47
216;27
216;26
216;4
216;20
216;17
216;53
216;59
216;7
216;25
216;11
216;29
216;37
216;22
216;12
216;36
216;30
216;13
216;41
217;42
217;15
217;15
217;9
217;53
217;39
217;40
217;29
218;27
218;56
218;17
218;17
218;7
218;28
218;40
218;36
218;35
218;8
218;43
219;53
219;28
219;54
219;26
219;42
219;59
219;42
219;14
219;40
219;34
219;52
219;18
219;43
219;14
220;44
220;54
220;4
220;48
220;46
220;43
220;2
220;48
221;25
221;25
221;17
221;26
221;42
221;59
221;57
221;6
221;37
221;35
221;39
222;59
222;54
222;59
222;20
222;59
222;44
222;4
222;25
222;44
222;21
222;45
222;29
222;14
222;39
222;6
222;24
222;35
222;6
223;27
223;59
223;20
223;1
223;36
224;54
224;9
224;17
224;56
224;9
224;54
224;42
224;58
224;24
224;31
224;19
224;34
225;44
225;25
225;26
225;59
225;27
225;44
225;42
225;28
225;56
225;37
225;32
225;34
225;47
225;16
225;29
225;14
226;28
226;58
227;56
227;4
227;4
227;54
227;20
227;49
227;45
227;31
227;57
228;9
228;4
228;28
228;4
228;25
228;59
228;28
228;5
228;48
228;38
228;36
228;12
228;47
228;10
229;9
229;54
229;17
229;20
229;32
229;36
230;53
230;20
230;27
230;42
230;27
230;26
230;10
230;58
230;3
230;49
230;1
230;32
230;55
230;34
231;59
231;56
231;40
231;12
231;47
231;36
231;16
232;17
232;26
232;17
232;15
232;53
232;54
232;44
232;9
232;44
232;11
232;13
232;29
232;41
232;8
232;30
233;66
233;9
233;56
233;62
233;32
233;45
233;40
233;51
233;34
233;41
234;20
234;4
234;59
234;7
234;25
234;17
234;49
234;5
234;35
234;30
234;35
234;45
234;58
234;16
234;8
235;68
235;20
235;54
235;9
235;42
235;7
235;7
235;26
235;54
235;25
235;59
235;35
235;19
235;52
235;11
235;21
235;16
235;48
235;37
236;15
236;4
236;4
236;4
236;9
236;54
236;53
236;56
236;20
236;9
236;42
236;23
236;48
236;55
236;51
236;57
236;3
236;39
236;34
236;5
236;32
237;25
237;59
237;56
237;50
237;48
237;57
237;2
237;34
237;32
238;17
238;20
238;62
238;64
238;67
238;59
238;65
238;44
238;10
238;21
238;39
238;21
238;10
238;39
238;8
238;33
238;12
239;4
239;4
239;45
239;13
240;44
240;56
240;23
240;24
241;54
241;4
241;26
241;7
241;53
241;28
241;59
241;15
241;27
241;20
241;19
241;12
241;37
241;33
241;29
241;47
241;1
241;5
241;33
242;28
242;42
242;7
242;4
242;44
242;15
242;42
242;3
242;58
242;45
242;8
242;52
242;13
242;47
243;59
243;53
243;44
243;44
243;17
243;20
243;7
243;17
243;15
243;7
243;59
243;10
243;36
243;36
243;13
243;5
243;57
243;19
243;46
243;35
243;29
243;18
244;63
244;67
244;44
244;7
244;63
244;53
244;25
244;66
244;32
244;36
244;55
244;3
244;50
244;46
244;38
245;27
245;17
245;42
245;27
245;44
245;44
245;9
245;15
245;26
245;57
245;37
245;36
245;58
245;43
245;39
245;32
245;24
246;20
246;63
246;27
246;27
246;38
246;38
247;17
247;26
247;27
247;54
247;12
247;33
248;60
248;7
248;7
248;25
248;27
248;63
248;62
248;48
248;40
248;11
248;41
248;51
248;48
249;17
249;42
249;20
249;44
249;53
249;9
249;57
249;51
249;12
249;31
249;22
249;51
249;49
249;12
250;56
250;64
250;64
250;56
250;27
250;20
250;10
250;41
250;37
250;3
250;43
250;32
250;24
251;17
251;67
251;53
251;61
251;5
251;55
251;11
252;7
252;26
252;59
252;59
252;7
252;4
252;42
252;15
252;49
252;45
252;1
252;11
252;37
252;32
252;57
253;44
253;4
253;4
253;15
253;56
253;15
253;25
253;56
253;20
253;29
253;2
253;24
253;30
253;57
253;1
253;45
253;33
253;22
253;58
253;32
254;17
254;54
254;43
254;58
254;10
255;42
255;56
255;15
255;4
255;19
255;35
255;2
255;39
256;53
256;17
256;42
256;9
256;33
256;14
256;22
256;23
256;11
257;28
257;53
257;28
257;69
257;15
257;54
257;62
257;26
257;2
257;38
257;31
257;40
257;40
258;26
258;59
258;9
258;25
258;42
258;42
258;42
258;26
258;17
258;28
258;25
258;3
258;22
258;21
258;51
258;48
258;55
258;46
258;21
258;35
258;3
259;60
259;56
259;69
259;62
259;9
259;60
259;8
259;30
259;5
259;51
259;24
259;35
259;31
260;42
260;54
260;27
260;56
260;15
260;41
260;30
260;23
261;54
261;20
261;53
261;16
261;13
261;12
262;4
262;42
262;15
262;54
262;17
262;20
262;28
262;23
262;49
262;57
262;6
262;35
262;50
262;1
263;4
263;59
263;29
263;43
263;58
264;25
264;42
264;61
264;60
264;66
264;69
264;63
264;49
264;2
264;11
264;50
264;6
264;12
264;8
265;25
265;54
265;17
265;25
265;25
265;20
265;44
265;53
265;11
265;40
265;40
265;52
265;33
265;52
265;3
265;24
265;6
265;6
265;1
266;69
266;65
266;4
266;65
266;68
266;18
266;58
267;27
267;7
267;53
267;7
267;56
267;41
267;51
267;46
268;56
268;59
268;42
268;17
268;28
268;59
268;26
268;26
268;20
268;33
268;1
268;43
268;38
268;49
268;16
268;55
268;47
268;47
268;35
269;4
269;17
269;4
269;21
269;18
269;36
270;9
270;44
270;17
270;2
270;11
270;46
270;23
271;56
271;17
271;15
271;39
271;8
272;69
272;60
272;53
272;56
272;56
272;65
272;54
272;9
272;33
272;6
272;13
272;19
272;51
272;12
272;19
272;1
272;55
273;56
273;28
273;59
273;9
273;42
273;9
273;4
273;28
273;9
273;59
273;56
273;52
273;12
273;16
273;34
273;11
273;10
273;36
273;35
273;2
273;14
273;38
274;7
274;61
274;61
274;59
274;20
274;60
274;20
274;29
274;57
274;34
274;57
274;16
274;12
275;59
275;4
275;42
275;54
275;20
275;54
275;19
275;45
275;57
275;33
275;5
275;39
275;36
275;11
276;4
276;42
276;30
276;35
277;56
277;17
277;53
277;25
277;25
277;48
277;5
277;22
277;58
277;21
278;26
278;13
278;33
279;44
279;20
279;15
279;25
279;16
279;21
279;55
279;55
279;16
280;56
280;20
280;28
280;56
280;17
280;54
280;7
280;9
280;17
280;8
280;22
280;18
280;38
280;24
280;13
281;54
281;27
281;20
281;20
281;53
281;44
281;56
281;15
281;5
281;46
281;18
281;24
281;43
281;19
281;5
282;26
282;42
282;27
282;39
282;30
282;13
282;22
283;62
283;20
283;7
283;62
283;26
283;56
283;61
283;66
283;29
283;30
283;8
283;43
283;48
283;55
283;46
283;41
283;18
283;46
283;39
284;27
284;27
284;7
284;7
284;23
284;55
284;12
284;40
285;28
285;7
285;27
285;7
285;15
285;20
285;53
285;31
285;32
285;24
285;39
285;24
285;1
285;52
285;3
286;27
286;25
286;54
286;42
286;52
286;47
286;30
286;41
287;17
287;15
287;53
287;42
287;53
287;8
287;32
287;40
287;21
287;31
288;53
288;25
288;9
288;7
288;53
288;4
288;56
288;59
288;12
288;32
288;47
288;13
288;49
288;1
288;16
288;48
289;59
289;22
289;34
289;48
289;12
290;20
290;25
290;27
290;44
290;9
290;26
290;27
290;56
290;20
290;56
290;28
290;52
290;31
290;2
290;19
290;11
290;46
290;47
290;40
290;51
290;58
291;9
291;42
291;15
291;53
291;7
291;15
291;44
291;56
291;24
291;39
291;34
291;19
291;34
291;21
291;11
291;2
291;23
291;24
292;4
292;59
292;25
292;53
292;44
292;17
292;9
292;44
292;36
292;8
292;32
292;45
292;43
292;18
292;33
292;23
293;20
293;44
293;56
293;44
293;44
293;27
293;14
293;29
293;36
293;58
293;55
293;58
294;17
294;27
294;44
